audio	sentence	BitsPerSample	durationMsec	speaker_gender	mother_tongue
221030-101143_nya_394_elicit_36.wav	mayi wina yemwe wavala chipewa chandalama komanso mpango wapinki akuimba choimbira chofanana ndi ng oma pafupi ndi kamtengo kakang ono pomwe ena angapo atayima kumbuyo 	16	15949	Male	toi
221030-154054_nya_394_elicit_39.wav	anthu asanu ndi atatu akuyesera kukoka thirakitala ndi chingwe 	16	6511	Male	toi
221029-125840_nya_394_elicit_48.wav	mtsikana wina yemwe ali ndi chipewa chokhala ndi uta wawukulu wa pinki akuima yekha pamsewu pafupi ndi tebulo ndi zipatso ndi madzi a zipatso 	16	14883	Male	toi
221113-092355_nya_394_elicit_3.wav	bambo wina wovala mathalauza akuda malaya akuda komanso chipewa chalalanje akumamatira pepala la phula padenga pogwiritsa ntchito mfuti ya misomali 	16	13862	Male	toi
221023-130745_nya_394_elicit_17.wav	mayi wina wovala nsonga yofiira waima pambali pa tebulo lokhala ndi zakudya zosiyanasiyana 	16	8621	Male	toi
221101-122816_nya_394_elicit_9.wav	mnyamata ndi mtsikana adagona pabedi mkazi akupanga nkhope yonyansa 	16	6261	Male	toi
221111-185040_nya_394_elicit_17.wav	mzibambo wagona pa benchi panja pomwepo pali galu la loyera ndi lakunda zikhale pafupi 	16	8984	Male	toi
221028-152630_nya_394_elicit_10.wav	kamtsikana kakang ono katakhala panja pa bulangeti la mtundu wa paisley atavala malaya achikasu thalauza lamaluwa logwirizana ndi maluwa komanso atanyamula chipewa choyera 	16	14338	Male	toi
221101-175728_nya_394_elicit_14.wav	mnyamata wovala malaya amizeremizere akusewera mpira m paki yaudzu kutsogolo kwa tchire 	16	8530	Male	toi
221030-133842_nya_394_elicit_30.wav	pali anthu atatu atayima mu gawo lazogulitsa m sitolo 	16	5286	Male	toi
221026-152356_nya_394_elicit_39.wav	mbalame yakuda ndi yoyera yokhala ndi milomo yalalanje m madzi yokhala ndi miyala yozungulira 	16	8780	Male	toi
221030-142923_nya_394_elicit_2.wav	munthu wovala malaya akuyenda m chipale chofewa ndi kuwala kwa nyali ya mumsewu 	16	7509	Male	toi
221026-135935_nya_394_elicit_13.wav	mayi wina akudumphira m mwamba ndithu pamene ali pakati pa mabwinja okhala ndi nsonga zamapiri zokongola patali 	16	11116	Male	toi
221026-093143_nya_394_elicit_34.wav	mkazi ndi mwamuna akuyang anizana m maso atavala zovala zachisangalalo za ku mexico ndipo akuwoneka kuti akuyenda paparade 	16	14406	Male	toi
221029-182929_nya_394_elicit_16.wav	amuna atatu ovala yunifolomu mmodzi atavala nduwira yabuluu amakhala pansi pa mtengo pansanja yokwezeka yamwala 	16	10844	Male	toi
221026-102358_nya_394_elicit_13.wav	wokwera pa chipale chofewa amawuluka mumlengalenga atachoka pamtunda waukulu wa chipale chofewa 	16	9778	Male	toi
221030-103809_nya_394_elicit_2.wav	mtsikana yemwe ali ndi tsitsi lalitali la blond pakati pa malo opanda kanthu ndi mapiri kumbuyo atavala malaya ochokera ku argentina 	16	13521	Male	toi
221030-161731_nya_394_elicit_45.wav	mayi wina atavala nsonga yoyima atakhala pa benchi pafupi ndi malo ochitira mafoni pamalo okwerera masitima apamtunda 	16	12342	Male	toi
221101-183550_nya_394_elicit_24.wav	amuna awiri amayendetsa galimoto yonyamula simenti masana atavala ma t shirt oyera ndi ma jean a buluu ndipo m modzi wa iwo akulankhula pa foni yam manja 	16	14270	Male	toi
221112-183906_nya_394_elicit_29.wav	mzibambo ali ndi conyulila can mpanda aimilira pafupi ndi baketi muli misambo pa malo a manyumba zing ono zing ono 	16	12047	Male	toi
221030-130510_nya_394_elicit_44.wav	mnyamata wamng ono atakhala ndi gulu la asilikali atavala chisoti chankhondo 	16	5808	Male	toi
221113-090125_nya_394_elicit_8.wav	azimayi awiri wina atavala zofiira ndipo wina atavala zakuda akuimba violin pa concert 	16	7214	Male	toi
221030-161731_nya_394_elicit_19.wav	azimayi achikulire atavala jekete yoyera ndi mathalauza oyera akuyenda mu dothi kukonza dimba lake 	16	7600	Male	toi
221030-141802_nya_394_elicit_46.wav	mtsikana wavala diresi yofiyira ndi malaya amizeremizere pamene akuloza bukhu lomwe linagwidwa gulani mkazi wa thukuta la buluu 	16	12296	Male	toi
221027-125834_nya_510_elicit_40.wav	mnyamata wa blond amathandizira pochotsa sinki 	16	5762	Male	toi
221028-175312_nya_394_elicit_16.wav	amuna asanu aima panjanji yomanga ndi penti atawazidwa pomwe akuwoneka kuti achita chidwi ndi china chake chakumanzere ndipo wina amajambula zomwe sizinawoneke pa foni 	16	17492	Male	toi
221030-132751_nya_394_elicit_13.wav	mayi wina wovala zakuda akusuta fodya akulankhula ndi bambo wina wovala jekete lakuda panja 	16	7872	Male	toi
221112-183906_nya_394_elicit_41.wav	anthu atatu aimilira mu chisanu ukonza bwato logwirira nsamba mu chisanu 	16	7986	Male	toi
221030-145157_nya_394_elicit_29.wav	mwamuna wovala malaya obiriwira amakhala pafupi ndi mtsikana wamng ono ndi tsitsi la blond yemwe akufikira zomwe ali nazo m manja mwake 	16	11116	Male	toi
221113-073822_nya_394_elicit_7.wav	mwamuna wovala malaya a azitona akuyenda pamwala waukulu pamalo ochitira zinthu 	16	8780	Male	toi
221030-101143_nya_394_elicit_37.wav	munthu wokwera njinga yamoto wamba akudumphira m njira m dera lokongola lozunguliridwa ndi tchire 	16	11321	Male	toi
221113-093450_nya_394_elicit_20.wav	mtsikana wina wa ku asia wovala chigoba akuyendetsa scooter mumsewu womwe uli ndi anthu ambiri ndi mnyamata atakhala kumbuyo kwake 	16	13022	Male	toi
221112-183906_nya_394_elicit_20.wav	mzibambo umodzi wa mpweya wavala malaya alalanje ndi jizi wabuluu acita mwacinyengo masewera azoyendera pachisanu 	16	11434	Male	toi
221030-130510_nya_394_elicit_36.wav	msungwana mu jekete lofiira ali pafupi ndi chithunzi cha nkhope yosangalatsa 	16	7849	Male	toi
221026-095826_nya_394_elicit_14.wav	pafupi mipando mayi wayala bulangete wobiriwira kukhala pansi ndi mwana 	16	8553	Male	toi
221101-142343_nya_394_elicit_26.wav	a dali lama pamwambo wolandira anthu omwe abwera nawo abweretsa ma carnations parasols ndi mbendera za mapemphero 	16	14701	Male	toi
221101-111209_nya_394_elicit_9.wav	ojambula awiri ankhondo lamba wabuluu ndi lamba wofiira amamenyana pamaso pa omvera 	16	8802	Male	toi
221030-140213_nya_394_elicit_19.wav	mwamuna wovala malaya ofiira amakhala pampando pamalo ochapira mtundu wofiira wa malaya ake umabwerezedwa mu mtundu wa thumba lachikwama loyimitsidwa kuchokera ku chogwirira cha makina mzere wojambula pakhoma ndi zolemba zolembera pakhoma 	16	22982	Male	toi
221111-183608_nya_394_elicit_10.wav	kuli nyumba yaitali ikuoneka pa tali ndi mzibambo akuyenda kusogolo kwa cojambulira 	16	7373	Male	toi
221111-182436_nya_394_elicit_25.wav	mzimai apumula pa mtengo wopingasa kenaka ayangana mutsinje waukulu 	16	6012	Male	toi
221113-093450_nya_394_elicit_36.wav	mnyamata akuthamanga ndikuchita chinyengo pa mtengo wosinthitsa 	16	9642	Male	toi
221028-135800_nya_394_elicit_14.wav	munthu wina anajambula mayiyu asanadye nsomba yake 	16	6465	Male	toi
221101-142343_nya_394_elicit_45.wav	kamwana kakang ono akusewera ndi mpira wawung ono paudzu 	16	5422	Male	toi
